Servant,Rarity,Class,S2,S3,S4,S5,S6,S7,S8,S9,S10,A2,A3,A4,A5,A6,A7,A8,A9,A10
妖精骑士高文,4,Saber,"{'剑之辉石': 4, 'QP': 100000}","{'剑之辉石': 10, 'QP': 200000}","{'剑之魔石': 4, 'QP': 600000}","{'剑之魔石': 10, '大骑士勋章': 8, 'QP': 800000}","{'剑之秘石': 4, '大骑士勋章': 16, 'QP': 2000000}","{'剑之秘石': 10, '凶骨': 12, 'QP': 2500000}","{'凶骨': 24, '黑兽脂': 3, 'QP': 5000000}","{'黑兽脂': 9, '赦免的小钟': 60, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}","{'剑之辉石': 4, 'QP': 100000}","{'剑之辉石': 10, 'QP': 200000}","{'剑之魔石': 4, 'QP': 600000}","{'剑之魔石': 10, '愚者之锁': 12, 'QP': 800000}","{'剑之秘石': 4, '愚者之锁': 24, 'QP': 2000000}","{'剑之秘石': 10, '咒兽胆石': 2, 'QP': 2500000}","{'咒兽胆石': 4, '鬼炎鬼灯': 2, 'QP': 5000000}","{'鬼炎鬼灯': 6, '梦幻的鳞粉': 20, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}"
妖精骑士崔斯坦,4,Archer,"{'弓之辉石': 4, 'QP': 100000}","{'弓之辉石': 10, 'QP': 200000}","{'弓之魔石': 4, 'QP': 600000}","{'弓之魔石': 10, '宵泣之铁桩': 12, 'QP': 800000}","{'弓之秘石': 4, '宵泣之铁桩': 24, 'QP': 2000000}","{'弓之秘石': 10, '大骑士勋章': 8, 'QP': 2500000}","{'大骑士勋章': 16, '祸罪之箭头': 5, 'QP': 5000000}","{'祸罪之箭头': 15, '梦幻的鳞粉': 20, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}","{'弓之辉石': 4, 'QP': 100000}","{'弓之辉石': 10, 'QP': 200000}","{'弓之魔石': 4, 'QP': 600000}","{'弓之魔石': 10, '陨蹄铁': 4, 'QP': 800000}","{'弓之秘石': 4, '陨蹄铁': 8, 'QP': 2000000}","{'弓之秘石': 10, '血之泪石': 3, 'QP': 2500000}","{'血之泪石': 5, '魔术髓液': 15, 'QP': 5000000}","{'魔术髓液': 45, '赦免的小钟': 60, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}"
妖精骑士兰斯洛特,5,Lancer,"{'枪之辉石': 5, 'QP': 200000}","{'枪之辉石': 12, 'QP': 400000}","{'枪之魔石': 5, 'QP': 1200000}","{'枪之魔石': 12, '龙之牙': 12, 'QP': 1600000}","{'枪之秘石': 5, '龙之牙': 24, 'QP': 4000000}","{'枪之秘石': 12, '大骑士勋章': 10, 'QP': 5000000}","{'大骑士勋章': 20, '极光之钢': 6, 'QP': 10000000}","{'极光之钢': 18, '赦免的小钟': 72, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}","{'枪之辉石': 5, 'QP': 200000}","{'枪之辉石': 12, 'QP': 400000}","{'枪之魔石': 5, 'QP': 1200000}","{'枪之魔石': 12, '虚影之尘': 10, 'QP': 1600000}","{'枪之秘石': 5, '虚影之尘': 20, 'QP': 4000000}","{'枪之秘石': 12, '龙之逆鳞': 2, 'QP': 5000000}","{'龙之逆鳞': 4, '晓光炉心': 4, 'QP': 10000000}","{'晓光炉心': 11, '梦幻的鳞粉': 24, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}"
珀西瓦尔,4,Lancer,"{'枪之辉石': 4, 'QP': 100000}","{'枪之辉石': 10, 'QP': 200000}","{'枪之魔石': 4, 'QP': 600000}","{'枪之魔石': 10, '大骑士勋章': 8, 'QP': 800000}","{'枪之秘石': 4, '大骑士勋章': 16, 'QP': 2000000}","{'枪之秘石': 10, '英雄之证': 12, 'QP': 2500000}","{'英雄之证': 24, '战马的幼角': 3, 'QP': 5000000}","{'战马的幼角': 9, '悠久果实': 12, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}","{'枪之辉石': 4, 'QP': 100000}","{'枪之辉石': 10, 'QP': 200000}","{'枪之魔石': 4, 'QP': 600000}","{'枪之魔石': 10, '八连双晶': 4, 'QP': 800000}","{'枪之秘石': 4, '八连双晶': 8, 'QP': 2000000}","{'枪之秘石': 10, '世界树之种': 5, 'QP': 2500000}","{'世界树之种': 10, '极光之钢': 5, 'QP': 5000000}","{'极光之钢': 15, '真理之卵': 8, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}"
光之高扬斯卡娅,5,Assassin,"{'杀之辉石': 5, 'QP': 200000}","{'杀之辉石': 12, 'QP': 400000}","{'杀之魔石': 5, 'QP': 1200000}","{'杀之魔石': 12, '振荡火药': 15, 'QP': 1600000}","{'杀之秘石': 5, '振荡火药': 29, 'QP': 4000000}","{'杀之秘石': 12, '魔术髓液': 15, 'QP': 5000000}","{'魔术髓液': 29, '祸罪之箭头': 6, 'QP': 10000000}","{'祸罪之箭头': 18, '真理之卵': 10, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}","{'杀之辉石': 5, 'QP': 200000}","{'杀之辉石': 12, 'QP': 400000}","{'杀之魔石': 5, 'QP': 1200000}","{'杀之魔石': 12, '无间齿轮': 5, 'QP': 1600000}","{'杀之秘石': 5, '无间齿轮': 10, 'QP': 4000000}","{'杀之秘石': 12, '陨蹄铁': 5, 'QP': 5000000}","{'陨蹄铁': 10, '九十九镜': 3, 'QP': 10000000}","{'九十九镜': 8, '煌星碎片': 10, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}"
哈贝特洛特,4,Rider,"{'骑之辉石': 4, 'QP': 100000}","{'骑之辉石': 10, 'QP': 200000}","{'骑之魔石': 4, 'QP': 600000}","{'骑之魔石': 10, '追忆的贝壳': 4, 'QP': 800000}","{'骑之秘石': 4, '追忆的贝壳': 8, 'QP': 2000000}","{'骑之秘石': 10, '巨人的戒指': 4, 'QP': 2500000}","{'巨人的戒指': 8, '虹之线球': 5, 'QP': 5000000}","{'虹之线球': 15, '梦幻的鳞粉': 20, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}","{'骑之辉石': 4, 'QP': 100000}","{'骑之辉石': 10, 'QP': 200000}","{'骑之魔石': 4, 'QP': 600000}","{'骑之魔石': 10, '大骑士勋章': 8, 'QP': 800000}","{'骑之秘石': 4, '大骑士勋章': 16, 'QP': 2000000}","{'骑之秘石': 10, '精灵根': 2, 'QP': 2500000}","{'精灵根': 4, '九十九镜': 2, 'QP': 5000000}","{'九十九镜': 6, '悠久果实': 12, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}"
奥伯龙,5,Pretender,"{'世界树之种': 10, 'QP': 200000}","{'万死的毒针': 10, 'QP': 400000}","{'精灵根': 12, 'QP': 1200000}","{'咒兽胆石': 12, 'QP': 1600000}","{'光银之冠': 12, 'QP': 4000000}","{'悠久果实': 15, 'QP': 5000000}","{'赦免的小钟': 15, 'QP': 10000000}","{'梦幻的鳞粉': 15, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}","{'凶骨': 10, 'QP': 200000}","{'虚影之尘': 10, 'QP': 400000}","{'愚者之锁': 12, 'QP': 1200000}","{'禁断书页': 12, 'QP': 1600000}","{'宵泣之铁桩': 12, 'QP': 4000000}","{'祸罪之箭头': 15, 'QP': 5000000}","{'蛮神心脏': 15, 'QP': 10000000}","{'虹之线球': 15, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}"
冲田总司〔Alter〕(Saber),5,Saber,"{'剑之辉石': 5, 'QP': 200000}","{'剑之辉石': 12, 'QP': 400000}","{'剑之魔石': 5, 'QP': 1200000}","{'剑之魔石': 12, '人工生命体幼体': 5, 'QP': 1600000}","{'剑之秘石': 5, '人工生命体幼体': 10, 'QP': 4000000}","{'剑之秘石': 12, '追忆的贝壳': 5, 'QP': 5000000}","{'追忆的贝壳': 10, '晓光炉心': 4, 'QP': 10000000}","{'晓光炉心': 11, '奇奇神酒': 10, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}","{'剑之辉石': 5, 'QP': 200000}","{'剑之辉石': 12, 'QP': 400000}","{'剑之魔石': 5, 'QP': 1200000}","{'剑之魔石': 12, '英雄之证': 15, 'QP': 1600000}","{'剑之秘石': 5, '英雄之证': 29, 'QP': 4000000}","{'剑之秘石': 12, '八连双晶': 5, 'QP': 5000000}","{'八连双晶': 10, '闲古铃': 6, 'QP': 10000000}","{'闲古铃': 18, '永远结冰': 24, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}"
阿纳斯塔西娅＆维,4,Archer,"{'弓之辉石': 4, 'QP': 100000}","{'弓之辉石': 10, 'QP': 200000}","{'弓之魔石': 4, 'QP': 600000}","{'弓之魔石': 10, '鬼魂提灯': 4, 'QP': 800000}","{'弓之秘石': 4, '鬼魂提灯': 8, 'QP': 2000000}","{'弓之秘石': 10, '追忆的贝壳': 4, 'QP': 2500000}","{'追忆的贝壳': 8, '凤凰羽毛': 4, 'QP': 5000000}","{'凤凰羽毛': 12, '祸罪之箭头': 20, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}","{'弓之辉石': 4, 'QP': 100000}","{'弓之辉石': 10, 'QP': 200000}","{'弓之魔石': 4, 'QP': 600000}","{'弓之魔石': 10, '世界树之种': 5, 'QP': 800000}","{'弓之秘石': 4, '世界树之种': 10, 'QP': 2000000}","{'弓之秘石': 10, '精灵根': 2, 'QP': 2500000}","{'精灵根': 4, '永远结冰': 5, 'QP': 5000000}","{'永远结冰': 15, '梦幻的鳞粉': 20, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}"
夏洛特·科黛(Caster),4,Caster,"{'术之辉石': 4, 'QP': 100000}","{'术之辉石': 10, 'QP': 200000}","{'术之魔石': 4, 'QP': 600000}","{'术之魔石': 10, '追忆的贝壳': 4, 'QP': 800000}","{'术之秘石': 4, '追忆的贝壳': 8, 'QP': 2000000}","{'术之秘石': 10, '禁断书页': 4, 'QP': 2500000}","{'禁断书页': 8, '振荡火药': 15, 'QP': 5000000}","{'振荡火药': 45, '魔术髓液': 60, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}","{'术之辉石': 4, 'QP': 100000}","{'术之辉石': 10, 'QP': 200000}","{'术之魔石': 4, 'QP': 600000}","{'术之魔石': 10, '万死的毒针': 10, 'QP': 800000}","{'术之秘石': 4, '万死的毒针': 20, 'QP': 2000000}","{'术之秘石': 10, '智慧之圣甲虫像': 2, 'QP': 2500000}","{'智慧之圣甲虫像': 4, '永远结冰': 5, 'QP': 5000000}","{'永远结冰': 15, '赦免的小钟': 60, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}"
莱昂纳多·达·芬奇(Ruler),4,Ruler,"{'弓之辉石': 4, '骑之辉石': 4, '狂之辉石': 4, 'QP': 100000}","{'剑之辉石': 4, '枪之辉石': 4, '术之辉石': 4, '杀之辉石': 4, 'QP': 200000}","{'弓之魔石': 4, '骑之魔石': 4, '狂之魔石': 4, 'QP': 600000}","{'剑之魔石': 4, '枪之魔石': 4, '术之魔石': 4, '杀之魔石': 4, 'QP': 800000}","{'弓之秘石': 4, '骑之秘石': 4, '狂之秘石': 4, 'QP': 2000000}","{'剑之秘石': 4, '枪之秘石': 4, '术之秘石': 4, '杀之秘石': 4, 'QP': 2500000}","{'追忆的贝壳': 10, 'QP': 5000000}","{'真理之卵': 12, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}","{'弓之辉石': 4, '骑之辉石': 4, '狂之辉石': 4, 'QP': 100000}","{'剑之辉石': 4, '枪之辉石': 4, '术之辉石': 4, '杀之辉石': 4, 'QP': 200000}","{'弓之魔石': 4, '骑之魔石': 4, '狂之魔石': 4, 'QP': 600000}","{'剑之魔石': 4, '枪之魔石': 4, '术之魔石': 4, '杀之魔石': 4, 'QP': 800000}","{'弓之秘石': 4, '骑之秘石': 4, '狂之秘石': 4, 'QP': 2000000}","{'剑之秘石': 4, '枪之秘石': 4, '术之秘石': 4, '杀之秘石': 4, 'QP': 2500000}","{'永远结冰': 10, 'QP': 5000000}","{'煌星碎片': 12, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}"
迦摩(Avenger),5,Avenger,"{'愚者之锁': 10, 'QP': 200000}","{'鬼魂提灯': 10, 'QP': 400000}","{'人工生命体幼体': 12, 'QP': 1200000}","{'追忆的贝壳': 12, 'QP': 1600000}","{'巨人的戒指': 12, 'QP': 4000000}","{'祸罪之箭头': 15, 'QP': 5000000}","{'虹之线球': 15, 'QP': 10000000}","{'煌星碎片': 15, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}","{'凶骨': 10, 'QP': 200000}","{'虚影之尘': 10, 'QP': 400000}","{'蛇之宝玉': 12, 'QP': 1200000}","{'咒兽胆石': 12, 'QP': 1600000}","{'永远结冰': 12, 'QP': 4000000}","{'巨人的戒指': 15, 'QP': 5000000}","{'神脉灵子': 15, 'QP': 10000000}","{'赦免的小钟': 15, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}"
凯妮斯(Rider),4,Rider,"{'骑之辉石': 4, 'QP': 100000}","{'骑之辉石': 10, 'QP': 200000}","{'骑之魔石': 4, 'QP': 600000}","{'骑之魔石': 10, '愚者之锁': 12, 'QP': 800000}","{'骑之秘石': 4, '愚者之锁': 24, 'QP': 2000000}","{'骑之秘石': 10, '追忆的贝壳': 4, 'QP': 2500000}","{'追忆的贝壳': 8, '陨蹄铁': 5, 'QP': 5000000}","{'陨蹄铁': 15, '神脉灵子': 20, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}","{'骑之辉石': 4, 'QP': 100000}","{'骑之辉石': 10, 'QP': 200000}","{'骑之魔石': 4, 'QP': 600000}","{'骑之魔石': 10, '混沌之爪': 3, 'QP': 800000}","{'骑之秘石': 4, '混沌之爪': 5, 'QP': 2000000}","{'骑之秘石': 10, '黑兽脂': 3, 'QP': 2500000}","{'黑兽脂': 5, '光银之冠': 5, 'QP': 5000000}","{'光银之冠': 15, '永远结冰': 20, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}"
清少纳言(Berserker),4,Berserker,"{'狂之辉石': 4, 'QP': 100000}","{'狂之辉石': 10, 'QP': 200000}","{'狂之魔石': 4, 'QP': 600000}","{'狂之魔石': 10, '追忆的贝壳': 4, 'QP': 800000}","{'狂之秘石': 4, '追忆的贝壳': 8, 'QP': 2000000}","{'狂之秘石': 10, '无间齿轮': 4, 'QP': 2500000}","{'无间齿轮': 8, '悠久果实': 3, 'QP': 5000000}","{'悠久果实': 9, '鬼炎鬼灯': 8, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}","{'狂之辉石': 4, 'QP': 100000}","{'狂之辉石': 10, 'QP': 200000}","{'狂之魔石': 4, 'QP': 600000}","{'狂之魔石': 10, '龙之牙': 10, 'QP': 800000}","{'狂之秘石': 4, '龙之牙': 20, 'QP': 2000000}","{'狂之秘石': 10, '起源的胎毛': 3, 'QP': 2500000}","{'起源的胎毛': 5, '永远结冰': 5, 'QP': 5000000}","{'永远结冰': 15, '巨人的戒指': 20, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}"
雅克·德·莫莱,5,Foreigner,"{'凶骨': 10, 'QP': 200000}","{'愚者之锁': 10, 'QP': 400000}","{'大骑士勋章': 12, 'QP': 1200000}","{'禁断书页': 12, 'QP': 1600000}","{'魔术髓液': 12, 'QP': 4000000}","{'蛮神心脏': 15, 'QP': 5000000}","{'真理之卵': 15, 'QP': 10000000}","{'煌星碎片': 15, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}","{'虚影之尘': 10, 'QP': 200000}","{'黑兽脂': 10, 'QP': 400000}","{'血之泪石': 12, 'QP': 1200000}","{'万死的毒针': 12, 'QP': 1600000}","{'封魔之灯': 12, 'QP': 4000000}","{'宵泣之铁桩': 15, 'QP': 5000000}","{'悠久果实': 15, 'QP': 10000000}","{'鬼炎鬼灯': 15, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}"
芝诺比阿,4,Archer,"{'弓之辉石': 4, 'QP': 100000}","{'弓之辉石': 10, 'QP': 200000}","{'弓之魔石': 4, 'QP': 600000}","{'弓之魔石': 10, '愚者之锁': 12, 'QP': 800000}","{'弓之秘石': 4, '愚者之锁': 24, 'QP': 2000000}","{'弓之秘石': 10, '英雄之证': 12, 'QP': 2500000}","{'英雄之证': 24, '祸罪之箭头': 5, 'QP': 5000000}","{'祸罪之箭头': 15, '光银之冠': 20, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}","{'弓之辉石': 4, 'QP': 100000}","{'弓之辉石': 10, 'QP': 200000}","{'弓之魔石': 4, 'QP': 600000}","{'弓之魔石': 10, '世界树之种': 5, 'QP': 800000}","{'弓之秘石': 4, '世界树之种': 10, 'QP': 2000000}","{'弓之秘石': 10, '智慧之圣甲虫像': 2, 'QP': 2500000}","{'智慧之圣甲虫像': 4, '宵泣之铁桩': 15, 'QP': 5000000}","{'宵泣之铁桩': 45, '虹之线球': 20, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}"
伊丽莎白·巴托里〔灰姑娘〕,4,Rider,"{'骑之辉石': 4, 'QP': 100000}","{'骑之辉石': 10, 'QP': 200000}","{'骑之魔石': 4, 'QP': 600000}","{'骑之魔石': 10, '世界树之种': 5, 'QP': 800000}","{'骑之秘石': 4, '世界树之种': 10, 'QP': 2000000}","{'骑之秘石': 10, '封魔之灯': 3, 'QP': 2500000}","{'封魔之灯': 5, '极光之钢': 5, 'QP': 5000000}","{'极光之钢': 15, '神脉灵子': 20, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}","{'骑之辉石': 4, 'QP': 100000}","{'骑之辉石': 10, 'QP': 200000}","{'骑之魔石': 4, 'QP': 600000}","{'骑之魔石': 10, '龙之牙': 10, 'QP': 800000}","{'骑之秘石': 4, '龙之牙': 20, 'QP': 2000000}","{'骑之秘石': 10, '龙之逆鳞': 2, 'QP': 2500000}","{'龙之逆鳞': 4, '九十九镜': 2, 'QP': 5000000}","{'九十九镜': 6, '光银之冠': 20, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}"
出云阿国,5,Caster,"{'术之辉石': 5, 'QP': 200000}","{'术之辉石': 12, 'QP': 400000}","{'术之魔石': 5, 'QP': 1200000}","{'术之魔石': 12, '枯淡勾玉': 5, 'QP': 1600000}","{'术之秘石': 5, '枯淡勾玉': 10, 'QP': 4000000}","{'术之秘石': 12, '无间齿轮': 5, 'QP': 5000000}","{'无间齿轮': 10, '虹之线球': 6, 'QP': 10000000}","{'虹之线球': 18, '鬼炎鬼灯': 10, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}","{'术之辉石': 5, 'QP': 200000}","{'术之辉石': 12, 'QP': 400000}","{'术之魔石': 5, 'QP': 1200000}","{'术之魔石': 12, '八连双晶': 5, 'QP': 1600000}","{'术之秘石': 5, '八连双晶': 10, 'QP': 4000000}","{'术之秘石': 12, '人工生命体幼体': 5, 'QP': 5000000}","{'人工生命体幼体': 10, '闲古铃': 6, 'QP': 10000000}","{'闲古铃': 18, '九十九镜': 10, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}"
谜之兰丸X,4,Avenger,"{'英雄之证': 8, 'QP': 100000}","{'凶骨': 8, 'QP': 200000}","{'愚者之锁': 10, 'QP': 600000}","{'血之泪石': 10, 'QP': 800000}","{'枯淡勾玉': 10, 'QP': 2000000}","{'晓光炉心': 12, 'QP': 2500000}","{'蛮神心脏': 12, 'QP': 5000000}","{'煌星碎片': 12, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}","{'八连双晶': 8, 'QP': 100000}","{'陨蹄铁': 8, 'QP': 200000}","{'战马的幼角': 10, 'QP': 600000}","{'追忆的贝壳': 10, 'QP': 800000}","{'振荡火药': 10, 'QP': 2000000}","{'祸罪之箭头': 12, 'QP': 2500000}","{'真理之卵': 12, 'QP': 5000000}","{'赦免的小钟': 12, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}"
坂本龙马(Lancer),5,Lancer,"{'枪之辉石': 5, 'QP': 200000}","{'枪之辉石': 12, 'QP': 400000}","{'枪之魔石': 5, 'QP': 1200000}","{'枪之魔石': 12, '虚影之尘': 10, 'QP': 1600000}","{'枪之秘石': 5, '虚影之尘': 20, 'QP': 4000000}","{'枪之秘石': 12, '英雄之证': 15, 'QP': 5000000}","{'英雄之证': 29, '闲古铃': 6, 'QP': 10000000}","{'闲古铃': 18, '龙之逆鳞': 10, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}","{'枪之辉石': 5, 'QP': 200000}","{'枪之辉石': 12, 'QP': 400000}","{'枪之魔石': 5, 'QP': 1200000}","{'枪之魔石': 12, '蛇之宝玉': 4, 'QP': 1600000}","{'枪之秘石': 5, '蛇之宝玉': 8, 'QP': 4000000}","{'枪之秘石': 12, '战马的幼角': 3, 'QP': 5000000}","{'战马的幼角': 6, '振荡火药': 18, 'QP': 10000000}","{'振荡火药': 54, '晓光炉心': 15, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}"
玛尔达〔圣诞〕,4,Caster,"{'术之辉石': 4, 'QP': 100000}","{'术之辉石': 10, 'QP': 200000}","{'术之魔石': 4, 'QP': 600000}","{'术之魔石': 10, '龙之牙': 10, 'QP': 800000}","{'术之秘石': 4, '龙之牙': 20, 'QP': 2000000}","{'术之秘石': 10, '禁断书页': 4, 'QP': 2500000}","{'禁断书页': 8, '精灵根': 2, 'QP': 5000000}","{'精灵根': 6, '永远结冰': 20, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}","{'术之辉石': 4, 'QP': 100000}","{'术之辉石': 10, 'QP': 200000}","{'术之魔石': 4, 'QP': 600000}","{'术之魔石': 10, '世界树之种': 5, 'QP': 800000}","{'术之秘石': 4, '世界树之种': 10, 'QP': 2000000}","{'术之秘石': 10, '封魔之灯': 3, 'QP': 2500000}","{'封魔之灯': 5, '神脉灵子': 5, 'QP': 5000000}","{'神脉灵子': 15, '悠久果实': 12, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}"
太公望,5,Rider,"{'骑之辉石': 5, 'QP': 200000}","{'骑之辉石': 12, 'QP': 400000}","{'骑之魔石': 5, 'QP': 1200000}","{'骑之魔石': 12, '起源的胎毛': 3, 'QP': 1600000}","{'骑之秘石': 5, '起源的胎毛': 6, 'QP': 4000000}","{'骑之秘石': 12, '禁断书页': 5, 'QP': 5000000}","{'禁断书页': 10, '封魔之灯': 4, 'QP': 10000000}","{'封魔之灯': 11, '真理之卵': 10, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}","{'骑之辉石': 5, 'QP': 200000}","{'骑之辉石': 12, 'QP': 400000}","{'骑之魔石': 5, 'QP': 1200000}","{'骑之魔石': 12, '鬼魂提灯': 5, 'QP': 1600000}","{'骑之秘石': 5, '鬼魂提灯': 10, 'QP': 4000000}","{'骑之秘石': 12, '龙之逆鳞': 2, 'QP': 5000000}","{'龙之逆鳞': 4, '奇奇神酒': 3, 'QP': 10000000}","{'奇奇神酒': 8, '虹之线球': 24, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}"
多布雷尼亚·尼基季奇,4,Rider,"{'骑之辉石': 4, 'QP': 100000}","{'骑之辉石': 10, 'QP': 200000}","{'骑之魔石': 4, 'QP': 600000}","{'骑之魔石': 10, '蛇之宝玉': 4, 'QP': 800000}","{'骑之秘石': 4, '蛇之宝玉': 7, 'QP': 2000000}","{'骑之秘石': 10, '龙之牙': 10, 'QP': 2500000}","{'龙之牙': 20, '战马的幼角': 3, 'QP': 5000000}","{'战马的幼角': 9, '巨人的戒指': 20, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}","{'骑之辉石': 4, 'QP': 100000}","{'骑之辉石': 10, 'QP': 200000}","{'骑之魔石': 4, 'QP': 600000}","{'骑之魔石': 10, '陨蹄铁': 4, 'QP': 800000}","{'骑之秘石': 4, '陨蹄铁': 8, 'QP': 2000000}","{'骑之秘石': 10, '大骑士勋章': 8, 'QP': 2500000}","{'大骑士勋章': 16, '龙之逆鳞': 2, 'QP': 5000000}","{'龙之逆鳞': 6, '极光之钢': 20, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}"
BeastⅣ,5,BeastⅣ(职阶),,,,,,,,,,,,,,,,,,
暗之高扬斯卡娅,5,Foreigner,"{'英雄之证': 10, 'QP': 200000}","{'凶骨': 10, 'QP': 400000}","{'人工生命体幼体': 12, 'QP': 1200000}","{'魔术髓液': 12, 'QP': 1600000}","{'巨人的戒指': 12, 'QP': 4000000}","{'晓光炉心': 15, 'QP': 5000000}","{'九十九镜': 15, 'QP': 10000000}","{'煌星碎片': 15, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}","{'万死的毒针': 10, 'QP': 200000}","{'混沌之爪': 10, 'QP': 400000}","{'黑兽脂': 12, 'QP': 1200000}","{'起源的胎毛': 12, 'QP': 1600000}","{'咒兽胆石': 12, 'QP': 4000000}","{'奇奇神酒': 15, 'QP': 5000000}","{'梦幻的鳞粉': 15, 'QP': 10000000}","{'真理之卵': 15, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}"
赫费斯提翁,4,Pretender,"{'英雄之证': 8, 'QP': 100000}","{'虚影之尘': 8, 'QP': 200000}","{'陨蹄铁': 10, 'QP': 600000}","{'禁断书页': 10, 'QP': 800000}","{'追忆的贝壳': 10, 'QP': 2000000}","{'起源的胎毛': 12, 'QP': 2500000}","{'奇奇神酒': 12, 'QP': 5000000}","{'真理之卵': 12, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}","{'凶骨': 8, 'QP': 100000}","{'凤凰羽毛': 8, 'QP': 200000}","{'血之泪石': 10, 'QP': 600000}","{'愚者之锁': 10, 'QP': 800000}","{'封魔之灯': 10, 'QP': 2000000}","{'蛮神心脏': 12, 'QP': 2500000}","{'神脉灵子': 12, 'QP': 5000000}","{'梦幻的鳞粉': 12, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}"
马纳南·麦克·利尔〔巴泽特〕,5,Alterego,"{'骑之辉石': 5, '术之辉石': 5, 'QP': 200000}","{'骑之辉石': 12, '术之辉石': 12, 'QP': 400000}","{'骑之魔石': 5, '术之魔石': 5, 'QP': 1200000}","{'骑之魔石': 12, '术之魔石': 12, 'QP': 1600000}","{'骑之秘石': 5, '术之秘石': 5, 'QP': 4000000}","{'骑之秘石': 12, '术之秘石': 12, 'QP': 5000000}","{'追忆的贝壳': 8, '禁断书页': 8, 'QP': 10000000}","{'智慧之圣甲虫像': 9, '真理之卵': 9, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}","{'骑之辉石': 5, '术之辉石': 5, 'QP': 200000}","{'骑之辉石': 12, '术之辉石': 12, 'QP': 400000}","{'骑之魔石': 5, '术之魔石': 5, 'QP': 1200000}","{'骑之魔石': 12, '术之魔石': 12, 'QP': 1600000}","{'骑之秘石': 5, '术之秘石': 5, 'QP': 4000000}","{'骑之秘石': 12, '术之秘石': 12, 'QP': 5000000}","{'神脉灵子': 8, '梦幻的鳞粉': 8, 'QP': 10000000}","{'蛮神心脏': 9, '煌星碎片': 9, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}"
